bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city,model
Sedan,5,30000,2020,Petrol,1,Manual,650000,Third Party,1197,Hyundai,5,20.5,FWD,Jaipur,Hyundai Aura
MUV,7,150000,2019,Diesel,1,Manual,800000,Third Party,1497,Mahindra,6,17.3,FWD,Jaipur,Mahindra Marazzo
SUV,7,80000,2017,Diesel,1,Manual,800000,Third Party,2523,Mahindra,5,15.96,RWD,Jaipur,Mahindra Bolero
Hatchback,5,100000,2012,Petrol,2,Manual,200000,Third Party,998,Maruti,5,18.9,FWD,Jaipur,Maruti Wagon R
Hatchback,5,40000,2020,Petrol,1,Manual,700000,Third Party,1199,Tata,5,19.33,FWD,Jaipur,Tata Altroz
Hatchback,5,100000,2016,Petrol,2,Manual,340000,Third Party,1197,Hyundai,5,18.9,FWD,Jaipur,Hyundai Grand i10
Sedan,5,120000,2018,Diesel,2,Manual,420000,Third Party,1248,Maruti,5,19.95,FWD,Jaipur,Maruti Swift Dzire Tour
MUV,7,150000,2012,Diesel,2,Manual,500000,Third Party,2494,Toyota,5,11.4,FWD,Jaipur,Toyota Innova
Hatchback,5,40000,2020,Petrol,1,Manual,750000,Third Party,1197,Hyundai,5,21.0,FWD,Jaipur,Hyundai i20
SUV,5,150000,2018,Diesel,1,Manual,900000,Third Party,1248,Maruti,5,24.3,FWD,Jaipur,Maruti Vitara Brezza
Sedan,5,150000,2019,Petrol,1,Automatic,730000,Third Party,1462,Maruti,4,20.28,FWD,Jaipur,Maruti Ciaz
Hatchback,5,20000,2022,Petrol,1,Manual,810000,Third Party,1197,Maruti,5,22.38,FWD,Jaipur,Maruti Swift
Sedan,5,150000,2016,Petrol,1,Manual,500000,Third Party,1197,Maruti,5,20.85,FWD,Jaipur,Maruti Swift Dzire
Hatchback,5,60000,2016,Diesel,2,Manual,500000,Third Party,1120,Hyundai,5,24.0,FWD,Jaipur,Hyundai Grand i10
Sedan,5,60000,2019,Diesel,1,Automatic,3200000,Third Party,1999,Jaguar,8,13.5,RWD,Jaipur,Jaguar XE
Hatchback,4,150000,2011,Petrol,2,Manual,150000,Third Party,796,Maruti,4,16.1,FWD,Jaipur,Maruti 800
Hatchback,5,90000,2014,Petrol,2,Manual,250000,Third Party,998,Maruti,5,20.92,FWD,Jaipur,Maruti Alto K10
Hatchback,5,120000,2012,Diesel,1,Manual,200000,Third Party,1461,Renault,5,23.08,FWD,Jaipur,Renault Pulse
Hatchback,4,60000,2021,CNG,1,Manual,600000,Third Party,998,Maruti,5,18.9,FWD,Jaipur,Maruti S-Presso
Sedan,5,120000,2014,Petrol,1,Manual,400000,Third Party,1193,Tata,5,17.57,FWD,Jaipur,Tata Zest
Hatchback,5,90000,2011,Petrol,2,Manual,200000,Third Party,796,Maruti,5,19.7,FWD,Jaipur,Maruti Alto
Sedan,5,30000,2021,Diesel,5,Automatic,2000000,Third Party,1493,Hyundai,6,14.62,FWD,Jaipur,Hyundai Elantra
Hatchback,5,120000,2015,Diesel,1,Manual,350000,Third Party,1248,Fiat,5,20.5,FWD,Jaipur,Fiat Avventura
SUV,7,120000,2013,Diesel,1,Manual,700000,Third Party,2179,Mahindra,6,15.1,FWD,Jaipur,Mahindra XUV500
Sedan,5,120000,2015,Diesel,1,Manual,450000,Third Party,1498,Honda,6,26.0,FWD,Jaipur,Honda City
Sedan,5,120000,2015,Diesel,1,Manual,600000,Third Party,1498,Honda,6,25.1,FWD,Jaipur,Honda City
Sedan,5,60000,2014,Petrol,1,Manual,400000,Third Party,1197,Hyundai,5,19.1,FWD,Jaipur,Hyundai Xcent
Hatchback,5,60000,2016,Petrol,3,Manual,302000,Third Party,998,Maruti,5,23.95,FWD,Jaipur,Maruti Alto K10
Sedan,5,20000,2022,Petrol,1,Manual,830000,Third Party,1197,Hyundai,5,20.5,FWD,Jaipur,Hyundai Aura
Sedan,5,150000,2014,Diesel,1,Manual,500000,Third Party,1248,Maruti,5,23.4,FWD,Jaipur,Maruti Swift Dzire
Hatchback,5,120000,2010,Diesel,2,Manual,180000,Third Party,1248,Maruti,5,21.1,FWD,Jaipur,Maruti Ritz
Hatchback,5,120000,2011,Diesel,4,Manual,250000,Third Party,1399,Ford,5,20.0,FWD,Jaipur,Ford Figo
Sedan,5,70000,2011,Petrol,1,Manual,300000,Third Party,1495,Hyundai,5,16.36,FWD,Jaipur,Hyundai Accent
Hatchback,5,50000,2016,Petrol,3,Manual,320000,Third Party,998,Maruti,5,23.95,FWD,Jaipur,Maruti Alto K10
Sedan,5,120000,2013,Diesel,1,Manual,450000,Third Party,1582,Hyundai,4,22.32,FWD,Jaipur,Hyundai Verna
Hatchback,5,150000,2010,Diesel,2,Manual,225000,Third Party,1396,Hyundai,6,23.0,FWD,Jaipur,Hyundai i20
Hatchback,5,70000,2020,Petrol,1,Manual,450000,Third Party,998,Maruti,5,23.95,FWD,Jaipur,Maruti Alto K10
Hatchback,5,60000,2016,Petrol,3,Manual,320000,Third Party,998,Maruti,5,23.95,FWD,Jaipur,Maruti Alto K10
Hatchback,5,50000,2011,Petrol,1,Manual,300000,Third Party,1197,Hyundai,5,17.0,FWD,Jaipur,Hyundai i20
Hatchback,5,120000,2011,Petrol,3,Manual,200000,Third Party,1196,Ford,5,15.6,FWD,Jaipur,Ford Figo
Sedan,5,150000,2013,Diesel,1,Manual,680000,Third Party,1968,Volkswagen,6,18.33,FWD,Jaipur,Volkswagen Passat
Sedan,5,120000,2008,Petrol,4,Manual,350000,Third Party,1798,Toyota,6,14.53,FWD,Jaipur,Toyota Corolla Altis
Hatchback,5,150000,2014,Diesel,2,Manual,350000,Third Party,1199,Volkswagen,5,22.07,FWD,Jaipur,Volkswagen CrossPolo
Hatchback,5,150000,2011,Diesel,1,Manual,350000,Third Party,1248,Maruti,5,22.9,FWD,Jaipur,Maruti Swift
Hatchback,5,150000,2008,Petrol,2,Manual,200000,Third Party,796,Maruti,5,19.7,RWD,Jaipur,Maruti Alto
Sedan,5,80000,2011,Petrol,1,Manual,450000,Third Party,1497,Honda,5,17.0,FWD,Jaipur,Honda City
Hatchback,5,100000,2014,Petrol,3,Manual,350000,Third Party,1197,Maruti,5,22.0,FWD,Jaipur,Maruti Swift
Hatchback,5,120000,2013,Diesel,1,Manual,525000,Third Party,1248,Maruti,5,22.9,FWD,Jaipur,Maruti Swift
Hatchback,5,60000,2011,Petrol,2,Manual,520000,Third Party,1197,Hyundai,5,18.5,FWD,Jaipur,Hyundai i20
Hatchback,5,120000,2013,Diesel,2,Manual,450000,Third Party,1248,Maruti,5,22.9,FWD,Jaipur,Maruti Swift
Hatchback,5,80000,2015,Diesel,1,Manual,600000,Third Party,1248,Fiat,5,20.5,FWD,Jaipur,Fiat Avventura
Hatchback,5,50000,2010,Petrol,1,Manual,79000,Third Party,1197,Hyundai,5,20.36,FWD,Jaipur,Hyundai i10
Sedan,5,10000,2023,Petrol,1,Manual,500000,Third Party,1197,Maruti,5,22.41,FWD,Jaipur,Maruti Swift Dzire
SUV,4,50000,2023,Petrol,2,Automatic,800000,Third Party,1462,Maruti,4,16.39,AWD,Jaipur,Maruti Jimny
Hatchback,5,80000,2012,Petrol,2,Manual,160000,Third Party,1197,Maruti,5,18.6,FWD,Jaipur,Maruti Swift
Hatchback,5,90000,2016,Petrol,2,Automatic,220000,Third Party,999,Renault,5,23.01,FWD,Jaipur,Renault KWID
SUV,5,30000,2022,Petrol,1,Manual,700000,Third Party,1199,Tata,5,20.09,FWD,Jaipur,Tata Punch
Hatchback,5,70000,2014,Petrol,1,Manual,200000,Third Party,998,Maruti,5,23.95,FWD,Jaipur,Maruti Alto K10
Sedan,5,100000,2010,Petrol,2,Manual,150000,Third Party,1298,Maruti,5,17.5,RWD,Jaipur,Maruti Swift Dzire
Hatchback,5,70000,2012,Petrol,1,Manual,130000,Third Party,796,Maruti,5,19.7,RWD,Jaipur,Maruti Alto
Hatchback,5,60000,2012,Petrol,1,Manual,150000,Third Party,796,Maruti,5,19.7,FWD,Jaipur,Maruti Alto
Hatchback,5,150000,2008,Petrol,1,Manual,72000,Third Party,998,Maruti,5,18.9,FWD,Jaipur,Maruti Wagon R
Hatchback,5,150000,2014,Petrol,1,Manual,160000,Third Party,814,Hyundai,5,21.1,FWD,Jaipur,Hyundai EON
Hatchback,5,120000,2012,Diesel,2,Manual,200000,Third Party,1199,Volkswagen,5,22.07,FWD,Jaipur,Volkswagen Polo
Hatchback,5,150000,2002,Petrol,1,Manual,40000,Third Party,796,Maruti,5,19.7,RWD,Jaipur,Maruti Alto
SUV,5,100000,2014,Diesel,1,Manual,350000,Third Party,1498,Ford,5,22.7,FWD,Jaipur,Ford Ecosport
Hatchback,5,120000,2011,Petrol,1,Manual,108000,Third Party,1199,Chevrolet,5,18.6,FWD,Jaipur,Chevrolet Beat
Hatchback,5,70000,2007,Petrol,1,Manual,105000,Third Party,796,Maruti,5,19.7,RWD,Jaipur,Maruti Alto
SUV,5,20000,2022,Petrol,1,Manual,850000,Third Party,999,Renault,5,19.17,FWD,Jaipur,Renault Kiger
Hatchback,5,40000,2009,Petrol,1,Manual,100000,Third Party,796,Maruti,5,19.7,RWD,Jaipur,Maruti Alto
Hatchback,5,80000,2018,Petrol,1,Manual,500000,Third Party,1197,Maruti,5,21.4,FWD,Jaipur,Maruti Baleno
Sedan,5,70000,2014,Petrol,3,Automatic,975000,Third Party,2494,Toyota,6,19.16,FWD,Kolkata,Toyota Camry
Hatchback,5,23981,2017,Petrol,1,Manual,266000,Comprehensive,799,Datsun,5,22.7,RWD,Kolkata,Datsun RediGO
SUV,5,7100,2021,Petrol,1,Automatic,595000,Comprehensive,999,Renault,5,19.03,FWD,Kolkata,Renault Kiger
Hatchback,5,71574,2011,Petrol,2,Manual,223000,Third Party,1197,Hyundai,5,17.0,FWD,Kolkata,Hyundai i20
SUV,5,50000,2014,Diesel,2,Automatic,1200000,Third Party,1968,Audi,7,15.73,AWD,Kolkata,Audi Q3
Hatchback,5,35629,2018,Petrol,1,Automatic,425000,Comprehensive,1197,Maruti,5,20.52,FWD,Kolkata,Maruti Wagon R
Hatchback,5,11476,2020,Petrol,2,Automatic,596000,Comprehensive,1086,Hyundai,5,20.3,FWD,Kolkata,Hyundai Santro
Hatchback,5,31000,2018,Petrol,1,Manual,250000,Third Party,799,Renault,5,25.17,FWD,Kolkata,Renault KWID
Sedan,5,41005,2011,Petrol,2,Manual,221000,Comprehensive,1298,Maruti,5,17.5,RWD,Kolkata,Maruti Swift Dzire
Hatchback,5,60055,2010,Petrol,1,Manual,208000,Third Party,998,Maruti,5,18.9,FWD,Kolkata,Maruti Wagon R
Hatchback,5,65005,2013,Petrol,1,Manual,311000,Comprehensive,1197,Maruti,5,18.6,FWD,Kolkata,Maruti Swift
Hatchback,5,2657,2022,Petrol,1,Manual,463999,Third Party,799,Renault,5,22.3,FWD,Kolkata,Renault KWID
Hatchback,5,16000,2011,Petrol,1,Manual,204999,Comprehensive,1086,Hyundai,5,19.81,FWD,Kolkata,Hyundai i10
SUV,5,7426,2023,Diesel,1,Automatic,2175000,Comprehensive,1956,Tata,6,14.6,FWD,Kolkata,Tata Harrier
Hatchback,5,27046,2018,Petrol,1,Automatic,643000,Comprehensive,1197,Maruti,5,21.4,FWD,Kolkata,Maruti Baleno
SUV,7,30100,2021,Diesel,1,Automatic,3750000,Third Party,2755,Toyota,6,15.04,4WD,Kolkata,Toyota Fortuner
Hatchback,5,9000,2022,Petrol,1,Manual,545000,Comprehensive,998,Maruti,5,24.35,FWD,Kolkata,Maruti Wagon R
Hatchback,5,17000,2022,Petrol,1,Manual,750000,Third Party,1197,Hyundai,5,21.0,FWD,Kolkata,Hyundai i20
SUV,5,49200,2021,Diesel,1,Automatic,1650000,Comprehensive,1956,Jeep,9,17.1,4WD,Kolkata,Jeep Compass
Hatchback,5,35000,2009,Petrol,2,Manual,225000,Comprehensive,1086,Hyundai,5,19.81,FWD,Kolkata,Hyundai i10
SUV,5,30000,2020,Diesel,2,Automatic,5990000,Third Party,1999,Land Rover,9,18.9,AWD,Kolkata,Land Rover Range Rover Evoque
Hatchback,5,54044,2017,Petrol,1,Manual,315000,Third Party,998,Maruti,5,23.95,FWD,Kolkata,Maruti Alto K10
SUV,5,6500,2021,Petrol,1,Manual,799000,Third Party,1199,Tata,6,17.33,FWD,Kolkata,Tata Nexon
Sedan,5,29159,2017,Petrol,1,Manual,526000,Zero Dep,1373,Maruti,5,20.73,FWD,Kolkata,Maruti Ciaz
Sedan,5,31968,2016,Petrol,1,Automatic,675000,Comprehensive,1497,Honda,5,18.0,FWD,Kolkata,Honda City
Hatchback,5,44150,2019,Petrol,2,Manual,612000,Third Party,1197,Hyundai,5,20.7,FWD,Kolkata,Hyundai Grand i10 Nios
Hatchback,5,60000,2010,Petrol,1,Manual,189000,Third Party,1197,Hyundai,5,17.0,FWD,Kolkata,Hyundai i20
SUV,5,25009,2018,Petrol,1,Automatic,990000,Comprehensive,1591,Hyundai,6,14.8,FWD,Kolkata,Hyundai Creta
Hatchback,5,46469,2020,Petrol,1,Manual,534000,Zero Dep,1197,Maruti,5,22.38,FWD,Kolkata,Maruti Swift
SUV,5,45000,2018,Petrol,1,Manual,800000,Third Party,1591,Hyundai,6,13.0,FWD,Kolkata,Hyundai Creta
Sedan,5,31577,2020,Petrol,1,Manual,983000,Third Party,1497,Hyundai,6,17.7,FWD,Kolkata,Hyundai Verna
Hatchback,5,56005,2014,Petrol,1,Automatic,281000,Comprehensive,998,Maruti,5,23.1,FWD,Kolkata,Maruti Celerio
Hatchback,5,10005,2021,Petrol,1,Manual,535000,Comprehensive,998,Maruti,5,21.79,FWD,Kolkata,Maruti Wagon R
Hatchback,5,41163,2017,Petrol,1,Manual,475000,Comprehensive,1197,Hyundai,5,18.9,FWD,Kolkata,Hyundai Grand i10
Sedan,5,17839,2020,Diesel,1,Automatic,5300000,Comprehensive,1950,Mercedes-Benz,9,16.1,RWD,Kolkata,Mercedes-Benz E-Class
Sedan,5,3800,2019,Petrol,1,Manual,695000,Comprehensive,1496,Toyota,6,17.1,FWD,Kolkata,Toyota Yaris
Hatchback,5,34124,2018,Petrol,1,Manual,395000,Comprehensive,998,Maruti,5,21.79,FWD,Kolkata,Maruti Wagon R
Hatchback,5,50000,2012,Diesel,2,Manual,200000,Third Party,1396,Hyundai,5,21.9,FWD,Kolkata,Hyundai i20
Sedan,5,48168,2018,Petrol,1,Manual,750000,Comprehensive,1497,Honda,5,17.4,FWD,Kolkata,Honda City
MUV,8,20000,2019,Diesel,3,Manual,975000,Third Party,1497,Mahindra,6,17.3,FWD,Kolkata,Mahindra Marazzo
Sedan,5,56357,2018,Petrol,1,Manual,480000,Third Party,1197,Maruti,5,19.0,FWD,Kolkata,Maruti Swift Dzire
Sedan,5,60000,2010,Petrol,1,Manual,245000,Third Party,1298,Maruti,5,17.5,RWD,Kolkata,Maruti Swift Dzire
Hatchback,5,10585,2022,Petrol,1,Manual,719000,Comprehensive,1197,Maruti,5,21.01,FWD,Kolkata,Maruti Baleno
Sedan,5,50000,2012,Petrol,2,Automatic,375000,Third Party,1799,Honda,5,13.1,FWD,Kolkata,Honda Civic
SUV,5,17642,2020,Petrol,1,Manual,1214000,Zero Dep,1497,Hyundai,6,18.9,FWD,Kolkata,Hyundai Creta
Hatchback,5,20000,2018,Diesel,1,Manual,438999,Third Party,1047,Tata,5,27.28,FWD,Kolkata,Tata Tiago
Hatchback,5,9157,2021,Petrol,1,Manual,753000,Third Party,1197,Hyundai,5,20.7,FWD,Kolkata,Hyundai Grand i10 Nios
Sedan,5,65979,2016,Petrol,2,Manual,362000,Comprehensive,1198,Honda,5,18.0,FWD,Kolkata,Honda Amaze
Sedan,5,65000,2014,Diesel,1,Manual,300000,Third Party,1598,Skoda,5,20.5,FWD,Kolkata,Skoda Rapid
Hatchback,5,7940,2020,Petrol,2,Manual,389000,Comprehensive,999,Datsun,5,22.5,RWD,Kolkata,Datsun RediGO
Hatchback,5,100000,2010,Petrol,4,Manual,114999,Third Party,1086,Hyundai,5,18.9,FWD,Kolkata,Hyundai Santro Xing
Sedan,5,40000,2011,Diesel,1,Automatic,865000,Comprehensive,1995,BMW,6,16.07,FWD,Kolkata,BMW 3 Series
Sedan,5,60000,2011,Petrol,2,Manual,185000,Third Party,1368,Fiat,5,14.6,FWD,Kolkata,Fiat Linea
Sedan,5,19859,2019,Diesel,1,Automatic,3950000,Comprehensive,1995,BMW,8,20.37,RWD,Kolkata,BMW 5 Series
SUV,5,7405,2023,Petrol,1,Automatic,6250000,Comprehensive,1998,Jeep,8,12.1,4WD,Kolkata,Jeep Wrangler
SUV,7,52922,2016,Petrol,1,Manual,620000,Comprehensive,1497,Honda,6,15.4,FWD,Kolkata,Honda BR-V
SUV,5,60000,2015,Petrol,1,Manual,350000,Third Party,1499,Ford,5,15.85,FWD,Kolkata,Ford Ecosport
Hatchback,5,32000,2019,Petrol,1,Manual,463999,Comprehensive,1197,Hyundai,5,18.9,FWD,Kolkata,Hyundai Grand i10
Hatchback,5,47739,2017,Petrol,2,Manual,412000,Comprehensive,1199,Honda,5,18.7,FWD,Kolkata,Honda Jazz
Hatchback,5,10717,2019,Petrol,2,Automatic,375000,Third Party,998,Maruti,5,23.95,FWD,Kolkata,Maruti Alto K10
Sedan,5,41000,2015,Diesel,1,Manual,621000,Comprehensive,1498,Honda,6,25.1,FWD,Kolkata,Honda City
Hatchback,5,17619,2020,Petrol,2,Manual,443000,Comprehensive,1086,Hyundai,5,20.3,FWD,Kolkata,Hyundai Santro
Hatchback,5,9221,2021,Petrol,1,Manual,422000,Comprehensive,999,Renault,5,21.74,FWD,Kolkata,Renault KWID
SUV,5,70000,2019,Petrol,1,Manual,550000,Third Party,1199,Honda,5,17.5,FWD,Kolkata,Honda WR-V
Hatchback,5,10519,2019,Petrol,1,Manual,545000,Third Party,1197,Maruti,5,22.38,FWD,Kolkata,Maruti Swift
Sedan,5,50000,2014,Petrol,2,Manual,450000,Third Party,1591,Hyundai,5,17.1,FWD,Kolkata,Hyundai Verna
Hatchback,5,19907,2022,CNG,1,Manual,597000,Comprehensive,998,Maruti,5,712.0,FWD,Kolkata,Maruti Celerio
Hatchback,5,84771,2015,Petrol,2,Manual,330000,Comprehensive,1197,Maruti,5,22.38,FWD,Kolkata,Maruti Swift
Hatchback,5,7000,2015,Petrol,2,Automatic,595000,Comprehensive,1198,Honda,5,16.5,FWD,Kolkata,Honda Brio
Sedan,5,50000,2017,Petrol,1,Manual,500000,Third Party,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Sedan,5,52000,2013,Diesel,1,Automatic,1075000,Comprehensive,1968,Audi,8,17.68,FWD,Kolkata,Audi A6
SUV,5,15407,2021,Petrol,1,Manual,835000,Comprehensive,1199,Tata,6,17.33,FWD,Kolkata,Tata Nexon
Hatchback,5,50000,2009,Petrol,2,Manual,175000,Third Party,1197,Hyundai,5,20.36,FWD,Kolkata,Hyundai i10
Sedan,5,80000,1985,Petrol,1,Manual,495000,Comprehensive,1817,Hindustan Motors,5,12.8,FWD,Kolkata,Ambassador
Sedan,5,58000,2017,Petrol,1,Manual,550000,Third Party,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Sedan,5,14000,2021,Petrol,1,Manual,1025000,Third Party,1497,Hyundai,6,17.7,FWD,Kolkata,Hyundai Verna
Sedan,5,80000,2014,Petrol,3,Manual,350000,Third Party,1797,Hyundai,6,16.3,FWD,Kolkata,Hyundai Elantra
Sedan,5,45000,2017,Petrol,1,Manual,775000,Third Party,1999,Hyundai,6,14.59,FWD,Kolkata,Hyundai Elantra
Sedan,5,119236,2014,Petrol,1,Manual,306000,Third Party,1197,Maruti,5,22.41,FWD,Kolkata,Maruti Swift Dzire
Hatchback,5,98074,2016,Petrol,1,Manual,432000,Comprehensive,1197,Maruti,5,21.4,FWD,Kolkata,Maruti Baleno
Sedan,5,40330,2013,Diesel,1,Automatic,1080000,Comprehensive,2143,Mercedes-Benz,7,14.84,RWD,Kolkata,Mercedes-Benz C-Class
Sedan,5,84989,2014,Petrol,2,Manual,314000,Comprehensive,1197,Maruti,5,22.41,FWD,Kolkata,Maruti Swift Dzire
Hatchback,5,72017,2014,Petrol,2,Manual,269000,Comprehensive,998,Maruti,5,20.51,FWD,Kolkata,Maruti Wagon R
MUV,7,65002,2015,Diesel,1,Manual,521000,Comprehensive,1248,Maruti,5,20.77,FWD,Kolkata,Maruti Ertiga
Sedan,5,85862,2015,Petrol,1,Manual,342000,Comprehensive,1197,Maruti,5,22.41,FWD,Kolkata,Maruti Swift Dzire
Hatchback,5,70000,2011,Petrol,2,Manual,150000,Third Party,796,Maruti,5,19.7,FWD,Kolkata,Maruti Alto
Hatchback,6,48005,2017,Petrol,1,Manual,407000,Third Party,1198,Mahindra,5,18.15,FWD,Kolkata,Mahindra KUV 100 NXT
Hatchback,5,8625,2019,Petrol,1,Manual,459999,Zero Dep,1086,Hyundai,5,20.3,FWD,Kolkata,Hyundai Santro
Hatchback,5,10000,2020,Petrol,1,Manual,725000,Third Party,1199,Tata,5,19.33,FWD,Kolkata,Tata Altroz
Sedan,5,67000,2012,Diesel,1,Manual,340000,Third Party,1968,Skoda,5,20.0,FWD,Kolkata,Skoda Laura
Hatchback,5,10000,2020,Petrol,1,Manual,735000,Third Party,1199,Tata,5,19.33,FWD,Kolkata,Tata Altroz
SUV,5,50000,2018,Diesel,1,Manual,1200000,Third Party,1582,Hyundai,6,19.67,FWD,Kolkata,Hyundai Creta
Hatchback,5,60000,2011,Petrol,3,Manual,145000,Third Party,998,Maruti,5,19.0,FWD,Kolkata,Maruti Zen Estilo
Hatchback,5,60000,2017,Petrol,3,Manual,350000,Third Party,998,Maruti,5,23.1,FWD,Kolkata,Maruti Celerio
SUV,5,34000,2014,Diesel,1,Automatic,1950000,Comprehensive,1968,Audi,7,14.16,AWD,Kolkata,Audi Q5
Hatchback,5,60000,2012,Petrol,1,Manual,300000,Third Party,998,Maruti,5,19.0,FWD,Kolkata,Maruti A-Star
MUV,7,152000,2014,Diesel,1,Manual,695000,Comprehensive,2494,Toyota,5,12.99,RWD,Kolkata,Toyota Innova
SUV,5,45000,2014,Diesel,1,Automatic,5600000,Third Party,3993,Land Rover,8,12.65,4WD,Kolkata,Land Rover Range Rover Sport
Sedan,5,56766,2013,Petrol,3,Manual,399000,Third Party,1798,Toyota,6,14.53,FWD,Kolkata,Toyota Corolla Altis
SUV,6,7114,2022,Diesel,1,Automatic,2109000,Third Party,1956,Tata,6,14.08,FWD,Kolkata,Tata New Safari
SUV,6,25508,2021,Diesel,1,Automatic,2000000,Comprehensive,1956,Tata,6,14.08,FWD,Kolkata,Tata New Safari
Hatchback,5,39369,2012,Petrol,1,Manual,217000,Comprehensive,998,Maruti,5,18.9,FWD,Kolkata,Maruti Wagon R
SUV,7,96707,2018,Diesel,1,Manual,886000,Comprehensive,2179,Mahindra,6,18.9,FWD,Kolkata,Mahindra XUV500
Hatchback,5,50000,2016,Petrol,1,Manual,550000,Third Party,1197,Hyundai,5,17.19,FWD,Kolkata,Hyundai i20 Active
Hatchback,5,30345,2019,Petrol,1,Manual,327000,Third Party,799,Renault,5,22.25,FWD,Kolkata,Renault KWID
SUV,7,128232,2016,Diesel,1,Automatic,1775000,Comprehensive,2982,Toyota,5,12.55,FWD,Kolkata,Toyota Fortuner
SUV,5,54018,2017,Petrol,1,Manual,487000,Third Party,1199,Honda,5,17.5,FWD,Kolkata,Honda WR-V
Sedan,5,32007,2016,Diesel,1,Manual,612000,Zero Dep,1582,Hyundai,6,23.9,FWD,Kolkata,Hyundai Verna
Hatchback,5,100000,2015,Petrol,1,Manual,310000,Third Party,1086,Hyundai,5,19.81,FWD,Kolkata,Hyundai i10
Hatchback,5,30000,2014,Petrol,2,Manual,245000,Third Party,1086,Hyundai,5,17.92,FWD,Kolkata,Hyundai Santro Xing
Sedan,5,66452,2018,Diesel,1,Automatic,1980000,Comprehensive,2400,Volvo,6,19.6,AWD,Kolkata,Volvo S60 Cross Country
SUV,5,38706,2021,Diesel,1,Automatic,4500000,Comprehensive,2400,Volvo,6,11.2,AWD,Kolkata,Volvo XC60
Sedan,5,80000,2018,Petrol,1,Manual,650000,Third Party,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Sedan,5,60000,2015,Petrol,1,Manual,750000,Third Party,1591,Hyundai,5,17.01,FWD,Kolkata,Hyundai Verna
Hatchback,5,120000,2016,Petrol,1,Manual,500000,Third Party,1197,Hyundai,5,17.19,FWD,Kolkata,Hyundai i20 Active
MUV,10,150000,2012,Diesel,2,Manual,720000,Third Party,2499,Chevrolet,5,12.2,RWD,Kolkata,Chevrolet Tavera
Sedan,5,19000,2017,Diesel,1,Manual,790000,Third Party,1498,Honda,6,26.0,FWD,Kolkata,Honda City
MUV,7,260000,2012,Diesel,1,Manual,645000,Comprehensive,2494,Toyota,5,12.8,FWD,Kolkata,Toyota Innova
Sedan,5,71552,2014,Petrol,1,Manual,403000,Comprehensive,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Hatchback,5,65039,2015,Petrol,2,Manual,301000,Third Party,1197,Hyundai,5,18.9,FWD,Kolkata,Hyundai Grand i10
Hatchback,5,60000,2007,Petrol,2,Manual,40000,Third Party,1086,Hyundai,5,17.92,FWD,Kolkata,Hyundai Santro Xing
Hatchback,5,73578,2019,Petrol,1,Manual,359000,Zero Dep,999,Renault,5,23.01,FWD,Kolkata,Renault KWID
Hatchback,5,27160,2021,Petrol,1,Automatic,511000,Third Party,1086,Hyundai,5,20.3,FWD,Kolkata,Hyundai Santro
Hatchback,5,36000,2017,Petrol,1,Manual,425000,Comprehensive,1197,Hyundai,5,18.6,FWD,Kolkata,Hyundai i20
Hatchback,5,84367,2014,Petrol,1,Manual,277000,Comprehensive,1197,Hyundai,5,18.9,FWD,Kolkata,Hyundai Grand i10
MUV,7,32599,2019,Petrol,1,Manual,750000,Third Party,1462,Maruti,5,19.01,FWD,Kolkata,Maruti Ertiga
SUV,5,47530,2017,Petrol,1,Manual,551000,Third Party,1598,Renault,5,13.06,FWD,Kolkata,Renault Duster
Hatchback,5,35457,2014,Petrol,1,Manual,254000,Comprehensive,1198,Honda,5,19.4,FWD,Kolkata,Honda Brio
SUV,5,28134,2020,Petrol,1,Automatic,1275000,Comprehensive,1497,Kia,5,18.9,FWD,Kolkata,Kia Seltos
SUV,5,5000,2022,Petrol,0,Automatic,1320000,Comprehensive,1197,Mahindra,6,16.5,FWD,Kolkata,Mahindra XUV300
Hatchback,5,28000,2011,Petrol,1,Automatic,270000,Comprehensive,1197,Hyundai,4,16.95,FWD,Kolkata,Hyundai i10
SUV,5,20000,2023,Diesel,1,Automatic,2000000,Third Party,1998,Jeep,9,18.9,FWD,Kolkata,Jeep Compass Trailhawk
SUV,5,33582,2020,Petrol,2,Automatic,7900000,Comprehensive,1997,Land Rover,8,15.8,AWD,Kolkata,Land Rover Range Rover Velar
Hatchback,5,46005,2014,Petrol,1,Manual,254999,Comprehensive,1197,Hyundai,5,20.36,FWD,Kolkata,Hyundai i10
SUV,6,2565,2021,Diesel,1,Automatic,3450000,Comprehensive,1996,MG,8,12.4,4WD,Kolkata,MG Gloster
Hatchback,5,28000,2018,Petrol,1,Automatic,535000,Comprehensive,1197,Maruti,5,22.0,FWD,Kolkata,Maruti Swift
Hatchback,5,32000,2015,Petrol,1,Automatic,440000,Comprehensive,1199,Honda,5,18.2,FWD,Kolkata,Honda Jazz
Sedan,5,45000,2009,Petrol,1,Manual,225000,Comprehensive,1298,Maruti,5,17.5,RWD,Kolkata,Maruti Swift Dzire
